Timestamp,PoorSignal,Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma
2025-10-13 15:18:46.117064,0,43,26,18354,60193,3467,19474,23398,5818,1212,936
2025-10-13 15:18:47.105061,0,43,26,229722,109253,9688,13747,20511,9303,2578,1186
2025-10-13 15:18:48.124585,0,47,50,45559,13379,21600,48635,5876,9248,3198,3425
2025-10-13 15:18:49.101769,0,48,54,13170,15475,19129,7005,7389,5316,2427,1256
2025-10-13 15:18:50.116221,0,43,75,41937,9674,4543,22174,1891,1034,994,335
2025-10-13 15:18:51.094832,0,35,88,215575,99572,69540,4587,7906,4974,2477,1801
2025-10-13 15:18:52.091522,0,29,84,19034,10055,23347,21219,10916,3328,2076,2025
2025-10-13 15:18:53.088467,0,21,96,47364,20037,21581,85935,10885,5379,3790,1699
2025-10-13 15:18:54.080146,0,29,93,8117,18413,12607,25580,4415,5623,2604,1645
2025-10-13 15:18:55.095700,0,43,96,38709,41512,13742,40587,3262,11842,3294,1790
2025-10-13 15:18:56.077655,0,43,100,4792,7798,59958,52745,8480,7824,1580,994
2025-10-13 15:18:57.085018,0,44,100,3802,20775,18605,56616,6202,4776,2795,1239
2025-10-13 15:18:58.069542,0,35,100,20698,7714,24604,147853,4975,5043,1265,1555
2025-10-13 15:18:59.062553,0,27,100,16979,19989,22053,55091,7379,5070,2223,1602
2025-10-13 15:19:00.057461,0,38,91,52597,2469,2386,619,2935,1188,1609,954
2025-10-13 15:19:01.057402,0,38,78,552843,92424,32424,65994,14416,10970,5831,4362
2025-10-13 15:19:02.064116,0,41,56,10497,35109,9158,22171,8063,2847,3150,2182
2025-10-13 15:19:03.050776,0,44,60,25233,8777,17705,51051,4248,6198,2278,1368
2025-10-13 15:19:04.057070,0,41,70,16556,8196,22885,13177,5216,6148,2208,2131
2025-10-13 15:19:05.041016,0,51,69,8145,21201,15482,5736,2388,7264,3476,883
2025-10-13 15:19:06.034333,0,50,78,20175,16560,13699,34035,2901,2396,3056,2394
2025-10-13 15:19:07.029691,0,40,64,511659,168654,40014,111274,21367,7448,2282,2006
2025-10-13 15:19:08.024469,0,35,57,15122,34436,14726,16323,7885,5154,2452,2327
2025-10-13 15:19:09.040712,0,30,70,8501,8258,20256,46566,7167,8379,1361,2238
2025-10-13 15:19:10.017724,0,41,61,4299,22790,19454,4693,4356,5400,2091,904
2025-10-13 15:19:11.038801,0,41,77,5420,29843,178467,25150,5816,5369,3769,1157
2025-10-13 15:19:12.019076,0,37,88,16952,15187,35279,44421,6832,3851,1372,1689
2025-10-13 15:19:13.009020,0,30,80,10555,14348,3844,19625,7037,2770,1191,898
2025-10-13 15:19:14.002026,0,21,91,4530,17085,72027,27717,10189,4236,2895,885
2025-10-13 15:19:15.001451,0,23,87,10113,11446,14251,32570,2579,1652,4287,506
2025-10-13 15:19:16.005016,0,29,80,9218,17411,27737,33270,20822,7695,3942,1573
2025-10-13 15:19:16.995807,0,29,66,990260,133493,19102,8489,10450,9489,3598,1618
2025-10-13 15:19:17.997924,0,38,51,25146,35653,16635,11005,3825,6300,2235,1120
2025-10-13 15:19:18.988398,0,44,47,18222,26135,54696,5970,6927,5184,949,1730
2025-10-13 15:19:20.001528,0,43,40,20042,24921,3641,13047,7464,3726,4359,910
2025-10-13 15:19:20.991906,0,40,60,49276,4440,1558,15954,2905,891,1436,425
2025-10-13 15:19:21.974359,0,43,67,3276,4914,6343,19012,5390,4182,6138,3686
2025-10-13 15:19:22.971689,0,41,54,644465,602473,154315,48382,53346,44586,42582,10102
2025-10-13 15:19:23.965960,0,37,51,1717926,161176,46789,19796,31650,10904,26680,8376
2025-10-13 15:19:24.979261,0,38,34,272054,239533,23501,36871,9208,15339,10747,1785
2025-10-13 15:19:25.958845,0,47,16,10265,23945,3994,5690,7014,13482,5620,3571
2025-10-13 15:19:26.968570,0,57,26,17284,20100,8831,36631,10695,14345,3200,7296
2025-10-13 15:19:27.952485,0,60,27,162193,46661,11137,15127,1330,4683,2025,1290
2025-10-13 15:19:28.943264,0,75,24,35690,69546,12357,3955,24425,21112,3190,3185
2025-10-13 15:19:29.956484,0,66,27,17759,59913,23968,15579,40378,15965,14359,5107
2025-10-13 15:19:30.937502,0,57,24,127131,30940,6378,18096,3943,4007,1669,1008
2025-10-13 15:19:31.957713,0,51,16,467081,218414,33108,22008,64692,8639,18642,13288
2025-10-13 15:19:32.935340,0,48,16,46104,24921,3190,1917,2223,4794,1992,3052
2025-10-13 15:19:33.937702,0,40,23,8889,39495,27620,7081,2897,4465,2519,2295
2025-10-13 15:19:34.922963,0,41,17,507491,81140,36672,9412,42096,12246,18842,2443
2025-10-13 15:19:35.915825,0,48,40,347539,26597,51289,60282,6808,10883,8342,12439
2025-10-13 15:19:36.914359,0,47,51,24759,18289,8769,6190,3008,4518,2640,4312
2025-10-13 15:19:37.916723,0,44,48,29400,72012,6403,34888,3511,4694,6729,5176
2025-10-13 15:19:38.917118,0,44,60,12673,11360,8130,19381,6890,3495,6373,1117
2025-10-13 15:19:39.905928,0,47,53,26678,17733,15748,10043,2448,3809,3203,1896
2025-10-13 15:19:40.925892,0,40,61,6582,12066,27360,15960,10021,3570,3977,1817
2025-10-13 15:19:41.900294,0,54,56,8030,16323,4301,11071,34163,8066,1998,1966
2025-10-13 15:19:42.895308,0,53,51,31325,40092,5303,35358,12033,6505,5028,2727
2025-10-13 15:19:43.887922,0,54,40,5270,43174,4873,9879,4202,6368,2858,1982
2025-10-13 15:19:44.887560,0,53,16,37709,41934,4249,1450,7886,2289,601,469
2025-10-13 15:19:45.921978,0,44,24,107915,8977,3631,8208,3553,1897,1065,467
2025-10-13 15:19:46.879377,0,51,24,8773,17235,22940,10772,31442,10179,2410,766
2025-10-13 15:19:47.896583,0,61,27,11461,14656,7253,7530,7522,10387,1569,963
2025-10-13 15:19:48.875675,0,64,54,5671,5124,31655,12621,6430,3422,2542,1286
2025-10-13 15:19:49.882533,0,64,56,2442,8364,4602,13995,10059,2878,1585,1163
2025-10-13 15:19:50.866982,0,57,60,4691,12968,12383,8377,12690,3006,1765,1000
2025-10-13 15:19:51.864283,0,37,74,6219,50442,87595,78432,7068,5903,2764,2268
2025-10-13 15:19:52.858882,0,23,77,4300,51996,197725,57561,4014,3612,2755,1715
2025-10-13 15:19:53.849808,0,14,80,24294,68813,28995,81613,17609,6945,2112,3723
2025-10-13 15:19:54.895629,0,4,78,1081734,52178,13459,29130,7596,2048,1194,957
2025-10-13 15:19:55.844659,0,8,88,12402,7158,42085,101814,3336,5743,1524,728
2025-10-13 15:19:56.857551,0,16,87,25526,22396,89881,39241,6825,5150,3221,1061
2025-10-13 15:19:57.836328,0,17,78,4165,42883,4106,17431,3328,3481,1601,1361
2025-10-13 15:19:58.829554,0,34,91,35254,6705,40200,34962,4420,10491,1995,1143
2025-10-13 15:19:59.832091,0,35,81,8047,21928,70219,36335,15574,6392,1526,1070
2025-10-13 15:20:00.824520,0,47,69,15410,27433,13078,22673,7361,8690,2527,1089
2025-10-13 15:20:01.838697,0,48,84,15599,12608,10976,49221,5387,5535,4301,1060
2025-10-13 15:20:02.820545,0,35,70,85852,21390,11088,5767,1767,985,692,948
2025-10-13 15:20:03.858140,0,34,51,76347,51877,9900,3768,3468,2321,866,232
2025-10-13 15:20:04.812442,0,27,47,267979,114972,51324,11361,4709,12768,2439,1685
2025-10-13 15:20:05.807054,0,29,47,8475,19602,26821,47465,4196,8721,1214,1410
2025-10-13 15:20:06.805079,0,38,41,148511,87501,33163,15751,16489,9343,4889,3984
2025-10-13 15:20:07.803457,0,41,50,210980,101464,24240,65083,15649,10281,3514,1149
2025-10-13 15:20:08.808314,0,47,51,80571,44944,8700,22105,9814,9434,6561,4477
2025-10-13 15:20:09.792582,0,50,47,99991,14813,4670,41792,12043,8325,7683,6019
2025-10-13 15:20:10.796723,0,48,40,607446,173466,20763,17163,24848,10646,9492,8147
2025-10-13 15:20:11.788295,0,48,43,511265,155100,111494,87765,13207,18505,6886,2351
2025-10-13 15:20:12.800732,0,47,43,139593,45424,12741,27793,26472,8732,10298,1450
2025-10-13 15:20:13.775988,0,44,35,329020,59030,20724,12654,6795,12941,3174,866
2025-10-13 15:20:14.777535,0,50,44,57939,71285,46450,27377,43383,11715,17690,2967
2025-10-13 15:20:15.777217,0,61,34,55723,16050,5233,2188,3941,5646,2979,884
2025-10-13 15:20:16.765401,0,61,24,507032,143195,33982,3837,39695,18613,30307,15400
2025-10-13 15:20:17.777004,0,69,27,184307,20938,10488,28130,17043,22041,15738,23469
2025-10-13 15:20:18.759172,0,74,21,736073,154352,26014,23706,21689,27016,19193,4881
2025-10-13 15:20:19.770856,0,61,24,10110,29693,8925,5586,2056,2669,1650,1280
2025-10-13 15:20:20.754281,0,61,35,318895,60813,22879,39760,20380,11467,10142,5208
2025-10-13 15:20:21.753704,0,51,41,174848,10264,6901,21032,4839,5010,1162,1035
2025-10-13 15:20:22.744177,0,47,51,70082,17195,15931,5427,3497,2708,2452,1000
2025-10-13 15:20:23.735992,0,43,53,753090,137561,44175,29001,11619,7797,4716,4961
2025-10-13 15:20:24.747966,0,43,53,743126,18490,12679,5898,4394,3829,5292,3722
2025-10-13 15:20:25.728122,0,47,41,17407,26999,7939,6169,8324,7430,5614,3512
2025-10-13 15:20:26.737351,0,43,47,12599,20166,39272,24178,9585,3814,2467,1683
2025-10-13 15:20:27.723985,0,56,44,142040,39147,15289,11248,17916,14435,4857,2206
2025-10-13 15:20:28.717065,0,53,29,54118,33083,3020,2504,3835,2664,1094,716
2025-10-13 15:20:29.716743,0,38,34,833625,71561,14648,23469,19272,3269,3963,2511
2025-10-13 15:20:30.714204,0,54,29,36149,7647,23535,21384,11498,15997,2411,3874
2025-10-13 15:20:31.716518,0,44,35,371746,17073,7532,8463,2634,2190,1300,870
2025-10-13 15:20:32.704088,0,43,51,135340,23043,26956,8108,8814,3160,1563,1382
2025-10-13 15:20:33.726517,0,54,48,69218,112604,27761,11906,17633,20332,18620,10487
2025-10-13 15:20:34.696434,0,41,44,8235,33236,11571,25938,5460,4382,2779,2076
2025-10-13 15:20:35.694004,0,51,40,131920,25540,18588,11637,41271,11878,3772,1678
2025-10-13 15:20:36.691664,0,50,34,463757,114736,24641,38219,14501,8074,8947,6081
2025-10-13 15:20:37.685883,0,38,26,198969,102348,2732,8671,6110,3180,2126,1476
2025-10-13 15:20:38.682896,0,38,26,163723,79043,62792,28709,13847,11974,2568,1589
2025-10-13 15:20:39.680570,0,37,30,187400,57101,30514,28360,16354,19057,12715,9857
2025-10-13 15:20:40.697609,0,43,24,11363,57289,5512,12016,13037,7239,4033,1473
2025-10-13 15:20:41.672603,0,63,35,25211,13886,6060,7496,10149,8877,4947,2284
2025-10-13 15:20:42.665377,0,57,17,139925,88231,9968,1961,2181,3818,592,203
2025-10-13 15:20:43.666577,0,56,21,68846,11423,12037,5345,2363,4601,2576,279
2025-10-13 15:20:44.660894,0,66,37,2130,3818,19280,5718,9971,8216,8984,6034
2025-10-13 15:20:45.656570,0,50,37,62419,110646,14848,34318,7073,6378,3555,8665
2025-10-13 15:20:46.652366,0,47,48,125818,53628,17227,18906,7762,2297,979,639
2025-10-13 15:20:47.655738,0,43,38,362564,48058,12877,6661,11847,6871,4957,1435
2025-10-13 15:20:48.646198,0,23,20,794281,485142,30644,50132,34958,17387,3352,1177
2025-10-13 15:20:49.653876,0,21,10,1080115,791643,52171,45337,46086,26838,45324,5239
2025-10-13 15:20:50.633118,0,34,14,507264,68371,71259,20011,5826,15676,12101,3552
2025-10-13 15:20:51.628753,0,30,16,196469,102757,27424,23454,20500,12373,6362,1558
2025-10-13 15:20:52.631784,0,37,20,113775,174336,23783,12442,19309,10729,5567,2828
2025-10-13 15:20:53.625360,0,41,35,56684,34390,12207,17320,7204,3603,4168,5086
2025-10-13 15:20:54.622312,0,47,37,16937,13055,17648,14210,4126,9172,2800,1687
2025-10-13 15:20:55.613382,0,54,38,50588,32041,7800,14348,2796,11346,2503,1792
2025-10-13 15:20:56.624241,0,54,47,52298,69974,14171,24567,5174,5279,4330,12857
2025-10-13 15:20:57.608872,0,54,50,13878,21776,30125,7189,15804,3892,1484,2253
2025-10-13 15:20:58.601504,0,44,47,70732,38164,37616,14177,10947,4725,3144,1652
2025-10-13 15:20:59.604530,0,34,56,25000,17167,30654,8163,6111,2916,3428,1718
2025-10-13 15:21:00.599577,0,30,54,1355291,121313,29965,25402,12637,6574,3841,1985
2025-10-13 15:21:01.592633,0,30,40,91241,87831,17223,2823,12818,7707,5857,3211
2025-10-13 15:21:02.586211,0,35,35,149124,55922,30142,3353,6468,7575,3675,3378
2025-10-13 15:21:03.604355,0,41,8,123302,72972,2227,2265,7111,7792,4053,4355
2025-10-13 15:21:04.582964,0,47,11,69203,125817,56244,33141,18794,14955,12928,11606
2025-10-13 15:21:05.591621,0,53,17,107741,84987,24698,23590,12025,26054,9608,3834
2025-10-13 15:21:06.581183,0,57,21,20209,17638,10713,7390,4123,5597,2270,717
2025-10-13 15:21:07.568634,0,54,41,18296,36149,28581,9016,18210,6608,3201,1435
2025-10-13 15:21:08.567560,0,57,57,5076,5193,52743,9305,5403,6573,3417,732
2025-10-13 15:21:09.576189,0,64,61,9758,3654,3508,2744,5484,3916,4801,1085
2025-10-13 15:21:10.573476,0,61,70,44004,14897,27053,31925,4294,7189,1772,508
2025-10-13 15:21:11.600025,0,67,77,14978,11500,23553,8207,5539,7930,2700,853
2025-10-13 15:21:12.550573,0,77,64,34823,14867,15679,9207,5959,9573,2354,2779
2025-10-13 15:21:13.544684,0,67,69,12965,10179,15374,2372,2659,3977,1456,814
2025-10-13 15:21:14.540917,0,67,67,26260,16664,15443,33887,3123,7159,1887,1929
2025-10-13 15:21:15.547300,0,64,66,19246,19445,9786,16664,1075,5337,1269,1305
2025-10-13 15:21:16.542123,0,57,66,1746,17369,13395,5641,1105,4214,3474,882
2025-10-13 15:21:17.539624,0,51,74,17866,14631,7233,38214,2460,3437,1055,703
2025-10-13 15:21:18.533501,0,47,70,19263,20522,6273,49095,7104,4591,1284,1004
2025-10-13 15:21:19.540673,0,41,63,801134,107003,16392,22006,4837,10157,6483,2885
2025-10-13 15:21:20.523580,0,35,61,23359,70546,43491,21070,12188,8178,8158,2658
2025-10-13 15:21:21.518283,0,43,51,402199,40252,28023,10192,8102,11355,5715,2491
2025-10-13 15:21:22.515964,0,41,29,73309,16335,924,1232,1154,883,1864,870
2025-10-13 15:21:23.507205,0,43,29,196199,51197,8289,14062,12203,5869,5374,5279
2025-10-13 15:21:24.512059,0,43,21,113308,77774,13147,10696,4465,5817,6965,1642
2025-10-13 15:21:25.501711,0,20,3,494371,435124,22152,9658,8102,5596,4693,2393
2025-10-13 15:21:26.514186,0,21,20,318062,80997,48461,42595,3167,8159,6634,2267
2025-10-13 15:21:27.495730,0,20,26,141013,41813,19952,14532,12443,5345,3312,1230
2025-10-13 15:21:28.489057,0,23,21,624265,264423,34655,11815,12852,25481,10179,3927
2025-10-13 15:21:29.487757,0,37,38,169534,41827,12736,20430,14825,3883,3723,2527
2025-10-13 15:21:30.480385,0,48,35,179988,48367,15573,34583,20888,20525,10877,2908
2025-10-13 15:21:31.525783,0,54,35,164866,32493,32930,9909,16609,11858,6347,2615
2025-10-13 15:21:32.475724,0,54,41,123018,77177,11558,14198,1740,7413,5212,3585
2025-10-13 15:21:33.484077,0,60,40,312331,7705,1457,5538,3372,1641,1518,821
2025-10-13 15:21:34.468810,0,50,38,61902,57698,12122,22468,21988,5839,2462,1470
2025-10-13 15:21:35.480457,0,41,35,12301,59163,1760,30231,9282,4810,1700,1268
2025-10-13 15:21:36.458916,0,43,37,37302,53825,15804,12929,4930,9209,4765,3744
2025-10-13 15:21:37.456225,0,40,29,93463,106050,18283,6939,4994,9077,10486,3246
2025-10-13 15:21:38.456846,0,29,30,20815,67214,17949,30900,10901,2683,2960,640
2025-10-13 15:21:39.448723,0,35,41,29437,17084,22310,8415,1453,3935,967,1488
2025-10-13 15:21:40.475859,0,38,48,34438,12740,7971,9295,4951,4118,5549,1766
2025-10-13 15:21:41.437854,0,37,54,92179,63252,20747,12049,8205,4718,3637,2281
2025-10-13 15:21:42.450368,0,57,54,22471,27219,22198,12250,11146,16824,4172,1083
2025-10-13 15:21:43.434918,0,54,44,65466,7313,2302,1896,3198,705,1305,442
2025-10-13 15:21:44.430141,0,48,37,13481,44610,1478,18929,7309,4140,1487,934
2025-10-13 15:21:45.428951,0,57,34,23871,38382,13633,5875,24725,9971,2447,760
2025-10-13 15:21:46.425366,0,44,37,74716,30480,26104,23281,13061,4281,2277,1143
2025-10-13 15:21:47.433633,0,44,41,33437,47875,23000,22908,6180,5394,4873,2095
2025-10-13 15:21:48.411213,0,40,51,42066,9689,8489,4316,1120,957,1149,814
2025-10-13 15:21:49.428823,0,30,48,431949,183038,15346,24448,13724,13288,2566,1650
2025-10-13 15:21:50.405966,0,34,41,363380,48433,18594,9697,2899,5389,5941,2522
2025-10-13 15:21:51.402686,0,37,37,365208,77583,21794,15975,7676,10201,6186,2322
2025-10-13 15:21:52.400178,0,38,29,82572,15684,1217,8276,2555,1582,1723,477
2025-10-13 15:21:53.397594,0,44,48,179607,15099,30292,3780,2950,5649,6590,1536
2025-10-13 15:21:54.392030,0,50,51,787332,40833,40692,11253,7341,12861,20417,9115
2025-10-13 15:21:55.390262,0,67,44,8795,13243,2372,4724,11523,13639,9230,14760
2025-10-13 15:21:56.400095,0,83,48,2195,17872,18110,6966,5100,14666,8971,5369
2025-10-13 15:21:57.384046,0,93,47,9328,10034,21183,31159,6986,22588,13650,8471
2025-10-13 15:21:58.393883,0,97,41,391599,9926,6691,2978,5078,4291,3216,1651
2025-10-13 15:21:59.376597,0,91,54,17630,11330,16024,11391,5880,13618,12991,3068
2025-10-13 15:22:00.368652,0,91,51,30500,60689,31073,10904,6240,31244,10502,6508
2025-10-13 15:22:01.364733,0,84,40,22237,39452,9315,9225,3973,11026,20349,10371
2025-10-13 15:22:02.363771,0,88,47,13026,11597,33079,5170,7415,14932,7225,2472
2025-10-13 15:22:03.384993,0,78,41,114020,12096,2797,4215,1562,1953,1511,365
2025-10-13 15:22:04.350481,0,63,44,570878,161989,104066,45491,24939,19099,13470,6903
2025-10-13 15:22:05.347926,0,50,41,553149,161116,19921,16729,6349,6892,9031,4265
2025-10-13 15:22:06.343761,0,27,21,161658,44935,371,4632,1917,1345,743,382
2025-10-13 15:22:07.351846,0,24,21,193964,54462,5313,21796,7001,6014,2676,1954
2025-10-13 15:22:08.344380,0,27,13,951784,116784,9702,38529,14954,13496,11742,2742
2025-10-13 15:22:09.334089,0,26,8,75208,70504,2379,5023,3958,2553,789,353
2025-10-13 15:22:10.347018,0,24,10,95331,70850,787,10566,3998,1802,1245,647
2025-10-13 15:22:11.329949,0,35,16,18892,28432,27212,14660,13763,14461,3266,4485
2025-10-13 15:22:12.342250,0,35,17,174352,67605,26172,8821,9829,9756,10548,2391
2025-10-13 15:22:13.319399,0,43,26,30415,93203,23037,5947,14847,9420,3660,4078
2025-10-13 15:22:14.315728,0,51,41,11333,26158,4937,24296,7191,3140,1543,716
2025-10-13 15:22:15.315010,0,53,43,25747,15360,25090,7383,5066,10681,6897,1428
2025-10-13 15:22:16.315565,0,54,51,23079,18197,50045,6546,23769,8698,6710,5870
2025-10-13 15:22:17.318904,0,54,44,720370,78042,4177,8717,10286,7748,2701,1529
2025-10-13 15:22:18.301523,0,51,30,62388,52925,6723,2908,2097,2386,1087,687
2025-10-13 15:22:19.312300,0,37,26,99525,153559,58372,25255,14585,8316,5734,10678
2025-10-13 15:22:20.294227,0,26,13,204802,43775,5690,4763,2798,1877,2982,2271
2025-10-13 15:22:21.285035,0,23,17,88540,72075,10656,10074,15157,6036,4719,1611
2025-10-13 15:22:22.287183,0,23,21,669090,380546,41383,70280,21873,18630,25623,4563
2025-10-13 15:22:23.279256,0,23,17,1066437,87071,22373,8386,3528,4702,3341,826
2025-10-13 15:22:24.290176,0,30,38,14564,6675,2327,38480,5404,4131,3834,2341
2025-10-13 15:22:25.273538,0,38,40,119534,70756,18438,9639,7501,13539,7165,2210
2025-10-13 15:22:26.283276,0,50,44,70133,65713,35337,12101,13333,14841,21936,4787
2025-10-13 15:22:27.263984,0,56,48,16577,55412,17906,19495,13329,8225,4828,4241
2025-10-13 15:22:28.263801,0,64,27,136611,85311,16309,8917,3747,25650,10225,6520
2025-10-13 15:22:29.262058,0,66,26,109559,33892,5095,9430,15347,8047,5121,2091
2025-10-13 15:22:30.256781,0,57,35,208797,78747,110510,24098,31456,12042,7304,2808
2025-10-13 15:22:31.265166,0,57,30,300325,25465,6440,5089,2280,3393,2057,2188
2025-10-13 15:22:32.244927,0,61,37,104611,23590,2919,14881,10868,13167,2745,2487
2025-10-13 15:22:33.264335,0,47,50,127513,110477,162834,39010,37110,9263,11287,5316
2025-10-13 15:22:34.250460,0,30,40,133132,92583,28199,10546,11187,1307,1337,1062
2025-10-13 15:22:35.237104,0,35,34,959224,57895,10603,1870,8141,10935,23215,13705
2025-10-13 15:22:36.234332,0,13,34,404626,170115,47987,17456,3621,5458,6877,3649
2025-10-13 15:22:37.227639,0,8,26,203786,337256,94898,103999,68553,11047,10982,3346
2025-10-13 15:22:38.223972,0,26,23,1115292,481978,82887,67442,35308,52124,53504,16121
2025-10-13 15:22:39.223819,0,20,27,1877939,151094,53377,2637,18688,12502,15781,10720
2025-10-13 15:22:40.228965,0,24,23,292990,76893,9200,11173,6877,3672,1963,1460
2025-10-13 15:22:41.217998,0,40,17,180602,82965,10600,17596,21854,12293,6736,4945
2025-10-13 15:22:42.228142,0,27,24,34516,162104,78814,20730,10493,5289,5490,8354
2025-10-13 15:22:43.226489,0,27,34,81594,25128,21812,5202,2237,3314,1159,266
2025-10-13 15:22:44.198440,0,35,41,34465,28181,17825,10377,9472,4676,2100,1669
2025-10-13 15:22:45.196783,0,41,44,156357,49409,7720,18474,21641,17138,14510,5699
2025-10-13 15:22:46.194597,0,61,37,18900,18323,1431,6374,9121,5220,2536,5588
2025-10-13 15:22:47.204055,0,63,37,36050,25360,15855,19461,10532,5103,2510,1177
2025-10-13 15:22:48.185219,0,57,27,385960,244936,62305,7154,12719,14874,6780,2911
2025-10-13 15:22:49.179978,0,54,26,72417,31367,1761,6969,3026,6309,3776,2155
2025-10-13 15:22:50.179063,0,54,29,328761,39613,13829,12552,9874,14412,7774,2406
2025-10-13 15:22:51.172842,0,54,24,8694,58138,18706,17740,6183,7376,1842,2597
2025-10-13 15:22:52.196524,0,64,34,60514,14300,11388,8527,6863,5919,7049,1683
2025-10-13 15:22:53.168452,0,70,50,19579,10297,33906,17163,4544,16913,6455,4229
2025-10-13 15:22:54.167735,0,70,53,56705,8711,5915,8231,10730,4818,3563,2636
2025-10-13 15:22:55.161007,0,70,48,100922,49758,13258,3206,8399,6217,4093,3134
2025-10-13 15:22:56.154758,0,54,47,94822,138937,79277,18864,9068,5734,2776,3346
2025-10-13 15:22:57.152687,0,43,40,84737,30983,13855,16471,6020,4094,3437,4439
2025-10-13 15:22:58.148747,0,37,35,14287,73981,18379,15597,34538,12226,3871,2021
2025-10-13 15:22:59.187706,0,30,43,314134,109833,76083,28437,17588,11406,3034,6723
2025-10-13 15:23:00.142238,0,29,26,794727,323239,4865,23796,10715,6832,6210,3762
2025-10-13 15:23:01.155856,0,35,20,182326,52185,11658,12003,3267,8572,3397,863
2025-10-13 15:23:02.133701,0,29,24,91904,18528,11842,3017,6945,1838,1938,292
2025-10-13 15:23:03.128235,0,38,8,209230,58683,658,8805,30809,11792,1433,1074
2025-10-13 15:23:04.128162,26,38,8,1716611,119863,28200,23428,6565,5355,1550,816
2025-10-13 15:23:05.123028,0,48,11,722758,326828,10545,29018,13237,20680,9770,2348
2025-10-13 15:23:06.121803,26,48,11,271262,9459,2510,7020,1128,1455,424,133
2025-10-13 15:23:07.113195,26,48,11,538569,80989,14704,7276,9306,5746,4164,951
2025-10-13 15:23:08.155497,0,47,7,857319,731753,65933,103583,70639,76217,30762,8355
2025-10-13 15:23:09.103491,26,47,7,1243894,24861,10159,6789,2431,1800,1551,646
2025-10-13 15:23:10.118239,0,47,1,254513,14038,3226,2091,3736,1085,587,342
2025-10-13 15:23:11.098765,0,30,1,81984,24330,1640,950,2954,779,700,387
2025-10-13 15:23:12.094729,0,35,13,187306,20187,10250,8289,9832,3182,3789,706
2025-10-13 15:23:13.096102,0,40,16,48814,36254,8129,5167,6071,8241,2703,1134
2025-10-13 15:23:14.084559,0,38,14,529429,150618,19931,12895,20152,9178,10625,4672
2025-10-13 15:23:15.101991,0,38,27,272517,244050,97909,49274,28575,10987,17108,3294
2025-10-13 15:23:16.079738,0,51,23,1353372,80839,22740,25269,18729,47010,6639,21140
2025-10-13 15:23:17.073219,0,41,23,143018,302856,53946,22320,20066,24572,9556,12051
2025-10-13 15:23:18.071153,0,44,27,695280,140808,42133,26754,24544,12356,7286,7236
2025-10-13 15:23:19.072495,0,60,27,10185,34155,13185,11268,6956,9488,2633,2336
2025-10-13 15:23:20.062304,0,60,34,19640,6438,4027,10130,8987,7978,2384,1584
2025-10-13 15:23:21.058711,0,60,43,40806,20922,11427,13774,8193,2642,3484,1428
2025-10-13 15:23:22.069949,0,60,51,6572,19252,25788,12518,5998,3524,1729,565
2025-10-13 15:23:23.057783,0,53,50,16494,15321,4871,4653,9772,1979,1962,3308
2025-10-13 15:23:24.075807,0,41,51,15485,20887,5035,16314,4560,4230,1808,778
2025-10-13 15:23:25.041925,0,37,47,13030,67363,18199,12063,3304,2853,1054,768
2025-10-13 15:23:26.092944,0,44,41,9587,12522,4875,10279,3712,4602,1905,990
2025-10-13 15:23:27.036925,0,50,51,16363,18271,32755,11291,6596,9603,2190,749
2025-10-13 15:23:28.031466,0,48,56,3172,18122,9547,26792,4602,4057,1239,2262
2025-10-13 15:23:29.038650,0,50,51,89424,33494,4541,4125,4086,1841,414,528
2025-10-13 15:23:30.026532,0,35,56,20433,19258,20772,16399,9111,1561,926,2424
2025-10-13 15:23:31.027567,0,21,40,156442,61377,10184,2315,2748,1930,1522,432
2025-10-13 15:23:32.020214,0,11,20,1911099,199844,9068,16171,9723,5820,3121,1730
2025-10-13 15:23:33.030663,0,20,34,44279,16961,11065,15788,4517,4478,2098,945
2025-10-13 15:23:34.013027,0,23,40,37782,7324,22201,29859,9549,2451,2518,804
2025-10-13 15:23:35.055116,0,35,48,17043,57542,29050,11458,7577,10744,3908,2170
2025-10-13 15:23:36.006277,0,35,61,69931,86562,37178,26588,7595,4561,4706,2441
2025-10-13 15:23:37.001538,0,35,66,28838,23609,60483,5956,6688,7670,2519,2324
2025-10-13 15:23:38.012802,0,43,53,72689,60969,22304,24571,11377,12598,5960,955
2025-10-13 15:23:38.996548,0,44,48,168898,44369,10464,4521,5876,8318,11920,2073
2025-10-13 15:23:40.008179,0,54,47,253574,32960,19454,17610,33085,5830,6823,1205
2025-10-13 15:23:40.987376,0,48,40,614592,151745,144455,3753,14324,12846,8534,7776
2025-10-13 15:23:41.980599,0,50,47,16957,21431,21819,17161,3068,8272,6441,3897
2025-10-13 15:23:42.984162,0,50,53,54818,57437,31015,15244,16811,15103,3011,2318
2025-10-13 15:23:43.990359,0,47,64,13942,9216,20252,19911,5788,3031,4642,2027
2025-10-13 15:23:44.981375,0,53,54,43775,78850,8836,22423,20352,8439,2778,2250
2025-10-13 15:23:45.963203,0,50,51,56977,17486,16866,9737,12670,4341,3007,1885
2025-10-13 15:23:46.987668,0,44,54,763332,44960,67801,3605,31542,8244,11277,3100
2025-10-13 15:23:47.958041,0,48,47,23548,19359,14479,8429,4204,3674,2332,4035
